PharmGKB Accession Id	Name	Alternate Names	Cross-references	External Vocabulary
PA165108561	Stroke and cerebrovascular accident unspecified			MeSH:D020521(Stroke), SnoMedCT:270883006(Stroke and cerebrovascular accident unspecified), UMLS:C0038454(C0038454), MedDRA:10000374(Accident cerebrovascular), NDFRT:N0000004160(Stroke [Disease/Finding]), MONDO:MONDO:0005098(stroke disorder)
PA166048863	Strongyloidiasis			NDFRT:N0000002841(Strongyloidiasis), MONDO:MONDO:0005974(strongyloidiasis)
PA445757	Stuttering	"""Acquired Stuttering"", ""Adult Stuttering"", ""Childhood Stuttering"", ""Developmental Stuttering"", ""Stammering"", ""Stuttering, Acquired"", ""Stuttering, Adult"", ""Stuttering, Childhood"", ""Stuttering, Developmental"""		MeSH:D013342(Stuttering), SnoMedCT:39423001(Stuttering), UMLS:C0038506(C0038506), MedDRA:10042266(Stutter), NDFRT:N0000002844(Stuttering [Disease/Finding]), HP:HP:0025268(Stuttering)
PA445759	Subarachnoid Hemorrhage	"""Aneurysmal Subarachnoid Hemorrhage"", ""Aneurysmal Subarachnoid Hemorrhages"", ""Hemorrhage, Aneurysmal Subarachnoid"", ""Hemorrhage, Intracranial Subarachnoid"", ""Hemorrhage, Perinatal Subarachnoid"", ""Hemorrhage, Spontaneous Subarachnoid"", ""Hemorrhage, Subarachnoid"", ""Hemorrhages, Aneurysmal Subarachnoid"", ""Hemorrhages, Intracranial Subarachnoid"", ""Hemorrhages, Perinatal Subarachnoid"", ""Hemorrhages, Spontaneous Subarachnoid"", ""Hemorrhages, Subarachnoid"", ""Intracranial Subarachnoid Hemorrhage"", ""Intracranial Subarachnoid Hemorrhages"", ""Perinatal Subarachnoid Hemorrhage"", ""Perinatal Subarachnoid Hemorrhages"", ""SAH (Subarachnoid Hemorrhage)"", ""SAH - Subarachnoid haemorrhage"", ""SAH - Subarachnoid hemorrhage"", ""SAHs (Subarachnoid Hemorrhage)"", ""Spontaneous Subarachnoid Hemorrhage"", ""Spontaneous Subarachnoid Hemorrhages"", ""Subarachnoid Hemorrhage, Aneurysmal"", ""Subarachnoid Hemorrhage, Intracranial"", ""Subarachnoid Hemorrhage, Perinatal"", ""Subarachnoid Hemorrhage, Spontaneous"", ""Subarachnoid Hemorrhages"", ""Subarachnoid Hemorrhages, Aneurysmal"", ""Subarachnoid Hemorrhages, Intracranial"", ""Subarachnoid Hemorrhages, Perinatal"", ""Subarachnoid Hemorrhages, Spontaneous"", ""Subarachnoid haemorrhage"", ""Subarachnoid hemorrhage"""		MeSH:D013345(Subarachnoid Hemorrhage), SnoMedCT:195162008(Subarachnoid hemorrhage NOS), SnoMedCT:21454007(Subarachnoid haemorrhage), UMLS:C0038525(C0038525), MedDRA:10055845(Haemorrhage subarachnoid), NDFRT:N0000002846(Subarachnoid Hemorrhage [Disease/Finding]), MONDO:MONDO:0005099(subarachnoid hemorrhage), HP:HP:0002138(Subarachnoid hemorrhage)
PA446876	Substance-Related Disorders	"""Abuse, Drug"", ""Abuse, Substance"", ""Abuses, Substance"", ""Addiction, Drug"", ""Addiction, Substance"", ""Dependence, Drug"", ""Dependence, Substance"", ""Disorder, Drug Use"", ""Disorder, Substance Use"", ""Drug Abuse"", ""Drug Addiction"", ""Drug Dependence"", ""Drug Habituation"", ""Drug Usage"", ""Drug Use Disorder"", ""Drug Use Disorders"", ""Glue Sniffing"", ""Habituation, Drug"", ""Organic Mental Disorders, Substance Induced"", ""Organic Mental Disorders, Substance-Induced"", ""Sniffing, Glue"", ""Substance Abuse"", ""Substance Abuses"", ""Substance Addiction"", ""Substance Dependence"", ""Substance Use Disorder"", ""Substance Use Disorders"", ""Usage, Drug"""		MeSH:D019966(Substance-Related Disorders), UMLS:C0236969(Substance-related disorders), MedDRA:10064465(Substance-related disorders), NDFRT:N0000003977(Substance-Related Disorders [Disease/Finding]), MONDO:MONDO:0002494(substance-related disorder)
PA445768	Substance Withdrawal Syndrome	"""Drug Withdrawal Symptom"", ""Drug Withdrawal Symptoms"", ""Substance Withdrawal Syndromes"", ""Symptom, Drug Withdrawal"", ""Symptom, Withdrawal"", ""Symptoms, Drug Withdrawal"", ""Symptoms, Withdrawal"", ""Syndrome, Substance Withdrawal"", ""Syndromes, Substance Withdrawal"", ""Withdrawal Symptom"", ""Withdrawal Symptom, Drug"", ""Withdrawal Symptoms"", ""Withdrawal Symptoms, Drug"", ""Withdrawal Syndrome, Substance"", ""Withdrawal Syndromes, Substance"""		MeSH:D013375(Substance Withdrawal Syndrome), UMLS:C0038587(Substance Withdrawal Syndrome [Disease/Finding]), NDFRT:N0000002855(Substance Withdrawal Syndrome [Disease/Finding]), MONDO:MONDO:0005567(substance withdrawal syndrome)
PA446379	Sudden cardiac death	"""Cardiac Death, Sudden"", ""Cardiac Sudden Death"", ""Death, Cardiac Sudden"", ""Death, Sudden Cardiac"", ""Sudden Cardiac Death"", ""Sudden Death, Cardiac"", ""Sudden cardiac death"""		"""MeSH:D016757(Death, Sudden, Cardiac)"", ""SnoMedCT:95281009(Sudden cardiac death)"", ""UMLS:C0085298(C0085298)"", ""MedDRA:10049418(Sudden cardiac death)"", ""NDFRT:N0000003470(Death, Sudden, Cardiac [Disease/Finding])"", ""HP:HP:0001645(Sudden cardiac death)"""
PA443843	Sudden death	Sudden Death, Sudden death		"""MeSH:D003645(Death, Sudden)"", ""SnoMedCT:26636000(Sudden death)"", ""UMLS:C0011071(C0011071)"", ""MedDRA:10052810(Death sudden)"", ""NDFRT:N0000000904(Death, Sudden [Disease/Finding])"", ""HP:HP:0001699(Sudden death)"""
PA445769	Sudden Infant Death	"""Cot Death"", ""Cot Deaths"", ""Cot death"", ""Crib Death"", ""Death, Cot"", ""Death, Crib"", ""Death, Sudden Infant"", ""Infant Death, Sudden"", ""SID"", ""SIDS"", ""Sudden Infant Death Syndrome"", ""[D]Cot death"", ""[D]Crib death"", ""[D]Sudden infant death syndrome"""		MeSH:D013398(Sudden Infant Death), SnoMedCT:207534005([D]Sudden infant death syndrome), SnoMedCT:207535006([D]Cot death), SnoMedCT:207536007([D]Crib death), SnoMedCT:51178009(Sudden infant death syndrome), UMLS:C0038644(C0038644), MedDRA:10011220(Cot death), NDFRT:N0000002856(Sudden Infant Death [Disease/Finding]), MONDO:MONDO:0010086(obsolete sudden infant death syndrome)
PA166186039	suicidal ideation	Ideation, Suicidal		MeSH:D059020(Suicidal Ideation), HP:HP:0031589(Suicidal ideation)
PA165374639	Suicide			MeSH:D013405(Suicide), UMLS:C0038661(Suicide), MedDRA:10042462(Suicide), HP:HP:5200330(Suicide behaviors)
PA445771	Sunburn	Erythema solare, Solar dermatitis, Solar erythema, Sunburns		MeSH:D013471(Sunburn), SnoMedCT:23346002(Sunburn), SnoMedCT:403194002(Solar erythema), UMLS:C0038814(C0038814), MedDRA:10041306(Solar sensitiveness), NDFRT:N0000002858(Sunburn [Disease/Finding]), MONDO:MONDO:0005326(sunburn)
PA445776	Supranuclear Palsy, Progressive	"""Nuchal dystonia-dementia syndrome"", ""Ophthalmoplegia, Progressive Supranuclear"", ""Ophthalmoplegias, Progressive Supranuclear"", ""PSP - Progressive supranuclear palsy"", ""Palsy, Progressive Supranuclear"", ""Progressive Supranuclear Ophthalmoplegia"", ""Progressive Supranuclear Ophthalmoplegias"", ""Progressive Supranuclear Palsies"", ""Progressive Supranuclear Palsy"", ""Progressive Supranuclear Palsy (PSP)"", ""Progressive supranuclear palsy"", ""Steele Richardson Olszewski Disease"", ""Steele Richardson Olszewski Syndrome"", ""Steele-Richardson-Olszewski Disease"", ""Steele-Richardson-Olszewski Syndrome"", ""Supranuclear Ophthalmoplegia, Progressive"", ""Supranuclear Ophthalmoplegias, Progressive"", ""Supranuclear Palsies, Progressive"", ""Supranuclear Palsy, Progressive"", ""Syndrome, Steele-Richardson-Olszewski"""		"""MeSH:D013494(Supranuclear Palsy, Progressive)"", ""SnoMedCT:28978003(Progressive supranuclear ophthalmoplegia)"", ""UMLS:C0038868(C0038868)"", ""MedDRA:10036813(Progressive supranuclear palsy)"", ""NDFRT:N0000002863(Supranuclear Palsy, Progressive [Disease/Finding])"", ""MONDO:MONDO:0019037(progressive supranuclear palsy)"""
PA166314441	surgery	intraoperative procedures		MeSH:Q000601(surgery)
PA166131629	Sustained virological response (SVR)	Sustained viral response		SnoMedCT:879968001(Sustained viral response)
PA445787	Syncope	"""Attack, Drop"", ""Cardiogenic Syncope"", ""Cardiogenic Syncopes"", ""Carotid Sinus Syncope"", ""Carotid Sinus Syncopes"", ""Convulsive Syncope"", ""Convulsive Syncopes"", ""Deglutitional Syncope"", ""Deglutitional Syncopes"", ""Drop Attack"", ""Drop Attacks"", ""Effort Syncope"", ""Effort Syncopes"", ""Episode, Syncopal"", ""Fainting"", ""Hyperventilation Syncope"", ""Hyperventilation Syncopes"", ""Micturition Syncope"", ""Micturition Syncopes"", ""Postural Syncope"", ""Postural Syncopes"", ""Presyncope"", ""Presyncopes"", ""Situational Syncope"", ""Situational Syncopes"", ""Stokes-Adams Syncope"", ""Stokes-Adams Syncopes"", ""Syncopal Episode"", ""Syncopal Episodes"", ""Syncopal Vertigo"", ""Syncope symptom"", ""Syncope, Cardiogenic"", ""Syncope, Carotid Sinus"", ""Syncope, Convulsive"", ""Syncope, Deglutitional"", ""Syncope, Effort"", ""Syncope, Hyperventilation"", ""Syncope, Micturition"", ""Syncope, Postural"", ""Syncope, Situational"", ""Syncope, Stokes Adams"", ""Syncope, Stokes-Adams"", ""Syncope, Tussive"", ""Syncopes"", ""Syncopes, Cardiogenic"", ""Syncopes, Carotid Sinus"", ""Syncopes, Convulsive"", ""Syncopes, Deglutitional"", ""Syncopes, Effort"", ""Syncopes, Hyperventilation"", ""Syncopes, Micturition"", ""Syncopes, Postural"", ""Syncopes, Situational"", ""Syncopes, Stokes-Adams"", ""Syncopes, Tussive"", ""Tussive Syncope"", ""Tussive Syncopes"", ""Vertigo, Syncopal"", ""Vertigos, Syncopal"", ""[D]Fainting"", ""[D]Syncope"""		MeSH:D013575(Syncope), SnoMedCT:206725005([D]Syncope and collapse), SnoMedCT:206727002([D]Fainting), SnoMedCT:271594007(Syncope), SnoMedCT:272030005(Syncope symptom), SnoMedCT:309585006(Syncope and collapse), UMLS:C0039070(C0039070), MedDRA:10009911(Collapse fleeting), NDFRT:N0000002873(Syncope [Disease/Finding]), HP:HP:0001279(Syncope)
PA446835	Syncope, Vasovagal	"""Cerebral Syncope"", ""Cerebral Syncopes"", ""Faint, Neurally Mediated"", ""Faints, Neurally Mediated"", ""Gower's syndrome"", ""Malignant Neurocardiogenic Syncope"", ""Malignant Neurocardiogenic Syncopes"", ""Neurally Mediated Faint"", ""Neurally Mediated Faints"", ""Neurocardiogenic Syncope"", ""Neurocardiogenic Syncope, Malignant"", ""Neurocardiogenic Syncopes"", ""Neurocardiogenic Syncopes, Malignant"", ""Neurogenic Syncope"", ""Neurogenic Syncopes"", ""Supine Syncope"", ""Supine Syncopes"", ""Syncope, Cerebral"", ""Syncope, Malignant Neurocardiogenic"", ""Syncope, Neurocardiogenic"", ""Syncope, Neurogenic"", ""Syncope, Supine"", ""Syncope, Vasodepressor"", ""Syncope, Vasovagal, Neurally-Mediated"", ""Syncopes, Cerebral"", ""Syncopes, Malignant Neurocardiogenic"", ""Syncopes, Neurocardiogenic"", ""Syncopes, Neurogenic"", ""Syncopes, Supine"", ""Syncopes, Vasodepressor"", ""Syncopes, Vasovagal"", ""Vagal attack"", ""Vaso vagal episode"", ""Vasodepressor Syncope"", ""Vasodepressor Syncopes"", ""Vasodepressor syncope"", ""Vasovagal Syncope"", ""Vasovagal Syncopes"", ""Vasovagal attack"", ""Vasovagal syncope"", ""[D]Vasovagal attack"""		HP:HP:0012668(Vasovagal syncope)
PA445788	Syndactyly	Congenital webbing of digits, Symphalangism, Syndactylia, Syndactylias, Syndactylies, Syndactylism, Syndactylus, Syndactyly NOS		MeSH:D013576(Syndactyly), SnoMedCT:268252004(Syndactyly NOS), SnoMedCT:373413006(Syndactyly), UMLS:C0039075(C0039075), MedDRA:10042778(Syndactyly), NDFRT:N0000002874(Syndactyly [Disease/Finding]), MONDO:MONDO:0019530(non-syndromic syndactyly), MONDO:MONDO:0021002(syndactyly), HP:HP:0001159(Syndactyly)
PA445795	Syphilis	"""Lues"", ""Syphili"", ""Syphilis, stage unspecified"", ""Treponemal infection"""		MeSH:D013587(Syphilis), SnoMedCT:186907007(Syphilis NOS), SnoMedCT:76272004(Syphilis), UMLS:C0039128(C0039128), MedDRA:10063034(Lues), NDFRT:N0000002881(Syphilis [Disease/Finding]), MONDO:MONDO:0005976(syphilis)
PA444822	Systemic lupus erythematosus	"""Disease, Libman-Sacks"", ""Libman Sacks Disease"", ""Libman-Sacks Disease"", ""Lupus Erythematosus Disseminatus"", ""SLE"", ""Systemic Lupus Erythematosus"""		"""MeSH:D008180(Lupus Erythematosus, Systemic)"", ""SnoMedCT:201439005(Systemic lupus erythematosus NOS)"", ""SnoMedCT:55464009(Systemic lupus erythematosus)"", ""UMLS:C0024141(C0024141)"", ""MedDRA:10013446(Disseminated lupus erythematosus)"", ""NDFRT:N0000001887(Lupus Erythematosus, Systemic [Disease/Finding])"", ""MONDO:MONDO:0007915(systemic lupus erythematosus)"", ""HP:HP:0002725(Systemic lupus erythematosus)"""
PA445617	Systemic sclerosis	"""Diffuse Scleroderma"", ""Progressive Scleroderma"", ""Progressive Systemic Scleroses"", ""Progressive Systemic Sclerosis"", ""SS - Systemic sclerosis"", ""Scleroderma"", ""Scleroderma syndrome"", ""Scleroderma, Diffuse"", ""Scleroderma, Progressive"", ""Scleroses, Progressive Systemic"", ""Scleroses, Systemic"", ""Sclerosis, Progressive Systemic"", ""Sclerosis, Systemic"", ""Systemic Scleroderma"", ""Systemic Scleroses"", ""Systemic Scleroses, Progressive"", ""Systemic Sclerosis"", ""Systemic Sclerosis, Progressive"", ""Systemic sclerosis"", ""Thibierge-Weissenbach syndrome"""		"""MeSH:D012595(Scleroderma, Systemic)"", ""SnoMedCT:89155008(Systemic sclerosis)"", ""UMLS:C0036421(C0036421)"", ""MedDRA:10036814(Progressive systemic sclerosis)"", ""NDFRT:N0000002701(Scleroderma, Systemic [Disease/Finding])"", ""MONDO:MONDO:0005100(systemic sclerosis)"""
PA166128188	systolic blood pressure	SAP - Systolic arterial pressure, Systolic blood pressure (observable entity)		SnoMedCT:271649006(Systolic blood pressure)
PA445802	Tachycardia	"""Rapid heart beat"", ""Tachyarrhythmia"", ""Tachyarrhythmias"", ""Tachycardia, NOS"", ""Tachycardias"", ""[D]Rapid heart beat"", ""[D]Tachycardia, unspecified"""		"""MeSH:D013610(Tachycardia)"", ""SnoMedCT:207003004([D]Tachycardia, unspecified)"", ""SnoMedCT:3424008(Tachycardia)"", ""SnoMedCT:86651002(Pulse fast)"", ""UMLS:C0039231(C0039231)"", ""MedDRA:10019302(Heart rate high)"", ""NDFRT:N0000002888(Tachycardia [Disease/Finding])"", ""HP:HP:0001649(Tachycardia)"""
PA445806	Tachycardia, Paroxysmal	"""Bouveret-Hoffmann syndrome"", ""Essential paroxysmal tachycardia"", ""PT - Paroxysmal tachycardia"", ""Paroxysmal Reciprocal Tachycardia"", ""Paroxysmal Reciprocal Tachycardias"", ""Paroxysmal Tachycardia"", ""Paroxysmal Tachycardias"", ""Paroxysmal tachycardia"", ""Paroxysmal tachycardia NOS"", ""Paroxysmal tachycardia unspecified"", ""Paroxysmal tachycardia, NOS"", ""Reciprocal Tachycardia"", ""Reciprocal Tachycardia, Paroxysmal"", ""Reciprocal Tachycardias"", ""Reciprocal Tachycardias, Paroxysmal"", ""Tachycardia, Paroxysmal Reciprocal"", ""Tachycardia, Reciprocal"", ""Tachycardias, Paroxysmal"", ""Tachycardias, Paroxysmal Reciprocal"", ""Tachycardias, Reciprocal"""		HP:HP:0006688(Paroxysmal tachycardia)
PA445809	Tachycardia, Supraventricular	"""SVT - Supraventricular tachycardia"", ""Supraventricular Tachycardia"", ""Supraventricular Tachycardias"", ""Supraventricular tachycardia NOS"", ""Tachycardias, Supraventricular"""		"""MeSH:D013617(Tachycardia, Supraventricular)"", ""SnoMedCT:195104006(Supraventricular tachycardia NOS)"", ""SnoMedCT:6456007(Supraventricular tachycardia)"", ""UMLS:C0039240(C0039240)"", ""MedDRA:10042604(Supraventricular tachycardia)"", ""NDFRT:N0000002895(Tachycardia, Supraventricular [Disease/Finding])"", ""HP:HP:0004755(Supraventricular tachycardia)"""
PA446450	Tachycardia, Ventricular	"""Tachycardias, Ventricular"", ""VT - Ventricular tachycardia"", ""Ventricular Tachycardia"", ""Ventricular Tachycardias"", ""Ventricular tachyarrhythmia"", ""Ventricular tachycardia"", ""Ventricular tachycardia, NOS"""		"""MeSH:D017180(Tachycardia, Ventricular)"", ""SnoMedCT:25569003(Ventricular tachycardia)"", ""UMLS:C0042514(C0042514)"", ""MedDRA:10043085(Tachycardia ventricular)"", ""NDFRT:N0000003541(Tachycardia, Ventricular [Disease/Finding])"", ""MONDO:MONDO:0005477(ventricular tachycardia)"", ""HP:HP:0004756(Ventricular tachycardia)"""
PA447268	Tardive Dyskinesia	Drug-induced tardive dyskinesia, TD - Tardive dyskinesia		MeSH:D000071057(Tardive Dyskinesia), SnoMedCT:102449007(Tardive dyskinesia), UMLS:C0686347(C0686347), MedDRA:10013928(Dyskinesia tardive), MONDO:MONDO:0010096(tardive dyskinesia), HP:HP:0040141(Tardive dyskinesia)
PA445817	Telangiectasis	Telangiectases, Telangiectasia, Telangiectasias		MeSH:D013684(Telangiectasis), SnoMedCT:112641009(Telangiectasis), SnoMedCT:247479008(Telangiectasia disorder), SnoMedCT:276328002(Telangiectasia), UMLS:C0039446(C0039446), MedDRA:10043189(Telangiectasia), NDFRT:N0000002903(Telangiectasis [Disease/Finding]), MONDO:MONDO:0001576(telangiectasis)
PA444071	Temporal lobe epilepsy	"""Benign Psychomotor Epilepsy, Childhood"", ""Childhood Benign Psychomotor Epilepsy"", ""Epilepsies, Lateral Temporal"", ""Epilepsies, Temporal Lobe"", ""Epilepsies, Uncinate"", ""Epilepsy, Benign Psychomotor, Childhood"", ""Epilepsy, Lateral Temporal"", ""Epilepsy, Uncinate"", ""Lateral Temporal Epilepsies"", ""Lateral Temporal Epilepsy"", ""Psychomotor seizure"", ""TLE - Temporal lobe epilepsy"", ""Temporal Lobe Epilepsies"", ""Temporal Lobe Epilepsy"", ""Temporal lobe epilepsy"", ""Uncinate Epilepsies"", ""Uncinate Epilepsy"""		"""MeSH:D004833(Epilepsy, Temporal Lobe)"", ""SnoMedCT:193000002(Temporal lobe epilepsy)"", ""UMLS:C0014556(C0014556)"", ""MedDRA:10010913(Convulsion psychomotor)"", ""NDFRT:N0000001132(Epilepsy, Temporal Lobe [Disease/Finding])"", ""MONDO:MONDO:0005115(temporal lobe epilepsy)"""
PA445819	Temporomandibular Joint Disorder	"""Disease, TMJ"", ""Disease, Temporomandibular Joint"", ""Diseases, TMJ"", ""Diseases, Temporomandibular Joint"", ""Disorder, TMJ"", ""Disorder, Temporomandibular"", ""Disorder, Temporomandibular Joint"", ""Disorders, TMJ"", ""Disorders, Temporomandibular"", ""Disorders, Temporomandibular Joint"", ""Joint Disease, Temporomandibular"", ""Joint Diseases, Temporomandibular"", ""Joint Disorder, Temporomandibular"", ""Joint Disorders, Temporomandibular"", ""TMJ - Temporomandibular joint disorder"", ""TMJ Disease"", ""TMJ Diseases"", ""TMJ Disorder"", ""TMJ Disorders"", ""Temporomandibular Disorder"", ""Temporomandibular Disorders"", ""Temporomandibular Joint Disease"", ""Temporomandibular Joint Diseases"", ""Temporomandibular Joint Disorder"", ""Temporomandibular joint disorder"", ""Temporomandibular joint disorder NOS"", ""Temporomandibular joint disorder, NOS"", ""Temporomandibular joint syndrome"", ""Temporomandibular joint syndrome, NOS"""		MeSH:D013705(Temporomandibular Joint Disorders), SnoMedCT:196434003(Temporomandibular joint disorder NOS), SnoMedCT:41888000(Temporomandibular joint disorder), UMLS:C0039494(C0039494), MedDRA:10043216(Temporomandibular joint disorder), NDFRT:N0000002905(Temporomandibular Joint Disorders [Disease/Finding]), MONDO:MONDO:0005473(temporomandibular joint disorder)
PA165108308	Temporomandibular joint dysfunction syndrome	Costen's complex, Costen's syndrome, Mandibular dysfunction, Myofascial pain - dysfunction syndrome of TMJ, Snapping jaw, TMJ syndrome, TMJPDS - Temporomandibular joint pain dysfunction syndrome		MeSH:D013706(Temporomandibular Joint Dysfunction Syndrome), SnoMedCT:386207004(Temporomandibular joint-pain-dysfunction syndrome), UMLS:C0039496(C0039496), MedDRA:10043206(Tempo mandibular joint dysfunc), NDFRT:N0000002906(Temporomandibular Joint Dysfunction Syndrome [Disease/Finding]), MONDO:MONDO:0021895(temporomandibular joint dysfunction syndrome)
PA445821	Tendinopathy	Tendinitides, Tendinitis, Tendonitides, Tendonitis		MeSH:D052256(Tendinopathy), UMLS:C1568272(Tendinopathy [Disease/Finding]), NDFRT:N0000171698(Tendinopathy [Disease/Finding]), MONDO:MONDO:0100010(disease of the tendon)
PA446764	Tension-Type Headache	"""Headache, Psychogenic"", ""Headache, Stress"", ""Headache, Tension"", ""Headache, Tension-Type"", ""Headache, Tension-Vascular"", ""Headaches, Psychogenic"", ""Headaches, Stress"", ""Headaches, Tension"", ""Headaches, Tension-Type"", ""Headaches, Tension-Vascular"", ""Psychogenic Headache"", ""Psychogenic Headaches"", ""Stress Headache"", ""Stress Headaches"", ""Stress headache"", ""Tension Headache"", ""Tension Headaches"", ""Tension Type Headache"", ""Tension Vascular Headache"", ""Tension headache"", ""Tension-Type Headache"", ""Tension-Type Headaches"", ""Tension-Vascular Headache"", ""Tension-Vascular Headaches"", ""Tension-type headache"""		MeSH:D018781(Tension-Type Headache), SnoMedCT:398057008(Tension-type headache), SnoMedCT:66551002(Psychogenic headache), UMLS:C0033893(C0033893), MedDRA:10019226(Headache tension), NDFRT:N0000171633(Tension-Type Headache [Disease/Finding]), HP:HP:0012228(Tension-type headache)
PA445825	Teratoma	"""Cystic Teratoma"", ""Cystic Teratomas"", ""Dysembryoma"", ""Dysembryomas"", ""Mature Teratoma"", ""Mature Teratomas"", ""Teratoid Tumor"", ""Teratoid Tumors"", ""Teratoma, Cystic"", ""Teratoma, Mature"", ""Teratomas"", ""Teratomas, Cystic"", ""Teratomas, Mature"", ""Tumor, Teratoid"", ""Tumors, Teratoid"""		"""MeSH:D013724(Teratoma)"", ""SnoMedCT:55818009(Teratoma, no ICD-O subtype)"", ""UMLS:C0039538(C0039538)"", ""MedDRA:10043276(Teratoma)"", ""NDFRT:N0000002911(Teratoma [Disease/Finding])"", ""MONDO:MONDO:0002601(teratoma)"", ""MONDO:MONDO:0019500(extragonadal teratoma)"", ""HP:HP:0009792(Teratoma)"""
PA445826	Testicular Diseases	"""Disease, Testicular"", ""Diseases, Testicular"", ""Disorder of testis"", ""Testicular Disease"""		MeSH:D013733(Testicular Diseases), SnoMedCT:64910008(Disorder of testis), UMLS:C0039584(C0039584), MedDRA:10013273(Disorder testicle), NDFRT:N0000002912(Testicular Diseases [Disease/Finding]), MONDO:MONDO:0002329(testicular disorder)
PA445828	Testicular Neoplasms	"""Cancer of Testis"", ""Cancer of the Testis"", ""Cancer, Testicular"", ""Cancer, Testis"", ""Cancers, Testicular"", ""Cancers, Testis"", ""Neoplasm of testis"", ""Neoplasm, Testicular"", ""Neoplasm, Testis"", ""Neoplasms, Testicular"", ""Neoplasms, Testis"", ""Rete Cell Tumor"", ""Rete Cell Tumors"", ""Testicular Cancer"", ""Testicular Cancers"", ""Testicular Neoplasm"", ""Testis Cancer"", ""Testis Cancers"", ""Testis Neoplasm"", ""Testis Neoplasms"", ""Tumor of testis"", ""Tumor, Rete Cell"", ""Tumors, Rete Cell"", ""Tumour of testis"""		MeSH:D013736(Testicular Neoplasms), SnoMedCT:126900000(Neoplasm of testis), UMLS:C0039590(C0039590), MedDRA:10061379(Testicular neoplasm), NDFRT:N0000002914(Testicular Neoplasms [Disease/Finding]), MONDO:MONDO:0005447(testicular cancer)
PA445829	Tetanus	Tetanus with trismus		MONDO:MONDO:0005526(tetanus)
PA166048764	Tetany			NDFRT:N0000002916(Tetany), HP:HP:0001281(Tetany)
PA445831	Tetralogy of Fallot	"""Fallot Tetralogy"", ""Fallot's Tetralogy"", ""Fallot's tetralogy"", ""Fallots Tetralogy"", ""Subpulmonic stenosis, ventricular septal defect, overriding aorta, AND right ventricular hypertrophy"", ""Tetralogy of Fallot NOS"", ""Tetralogy of Fallot, unspecified"", ""Tetralogy, Fallot"", ""Tetralogy, Fallot's"", ""Tetralogy, Fallots"""		"""MeSH:D013771(Tetralogy of Fallot)"", ""SnoMedCT:204307003(Tetralogy of Fallot NOS)"", ""SnoMedCT:268177006(Tetralogy of Fallot, unspecified)"", ""SnoMedCT:86299006(Tetralogy of Fallot)"", ""UMLS:C0039685(C0039685)"", ""MedDRA:10016191(Fallot tetralogy)"", ""NDFRT:N0000002917(Tetralogy of Fallot [Disease/Finding])"", ""MONDO:MONDO:0008542(tetralogy of fallot)"", ""HP:HP:0001636(Tetralogy of Fallot)"""
PA165108162	Therapeutic abortion			"""MeSH:D000032(Abortion, Therapeutic)"", ""SnoMedCT:53638009(Therapeutic abortion)"", ""UMLS:C0000820(C0000820)"", ""MedDRA:10027090(Medically induced abortion)"", ""cpgxTags:pgkbTags:1452102240(Maternal Health)"", ""HP:HP:0030449(Therapeutic abortion)"""
PA166331821	therapeutic drug monitoring analyses			"""MeSH:D016903(Drug Monitoring)"", ""SnoMedCT:77667008(Therapeutic drug monitoring, qualitative)"", ""MedDRA:10043411(Therapeutic drug monitoring analyses)"""
PA447322	Therapy-related acute myeloid leukemia (t-AML)	Treatment related acute myeloid leukemia, therapy-related myeloid leukemia (t-ML)		MedDRA:10066353(Treatment related acute myeloid leukemia)
PA445837	Thiamine Deficiency	"""Aneurin deficiency"", ""Deficiencies, Thiamine"", ""Deficiency, Thiamine"", ""Thiamin deficiency"", ""Thiamine Deficiencies"", ""Thiamine deficiency"", ""Vitamin B1 deficiency"""		MeSH:D013832(Thiamine Deficiency), SnoMedCT:399357009(Thiamin deficiency), UMLS:C0039841(C0039841), MedDRA:10047601(Vitamin B1 deficiency), NDFRT:N0000002923(Thiamine Deficiency [Disease/Finding]), MONDO:MONDO:0006676(beriberi)
PA445846	Thrombocytopenia	Platelet count below reference range, Thrombocytopenia NOS, Thrombocytopenias, Thrombocytopenic disorder, Thrombopenia, Thrombopenias		MeSH:D013921(Thrombocytopenia), SnoMedCT:191326009(Thrombocytopenia NOS), SnoMedCT:302215000(Thrombocytopenic disorder), SnoMedCT:415116008(Platelet count below reference range), UMLS:C0040034(C0040034), MedDRA:10043551(Thrombocytopaenia), NDFRT:N0000002932(Thrombocytopenia [Disease/Finding]), MONDO:MONDO:0002049(thrombocytopenia), HP:HP:0001873(Thrombocytopenia)
PA445847	Thrombocytosis	Increased platelets, Platelet count above reference range, Thrombocythemia, Thrombocythemias, Thrombocytoses		MeSH:D013922(Thrombocytosis), SnoMedCT:415115007(Platelet count above reference range), SnoMedCT:6631009(Thrombocytosis), UMLS:C0836924(C0836924), MedDRA:10021674(Increased platelets), NDFRT:N0000002933(Thrombocytosis [Disease/Finding]), MONDO:MONDO:0002249(thrombocytosis disease), HP:HP:0001894(Thrombocytosis)
